locus_tag	ftype	gene	EC_number	product
DBLOAMIM_01967	gene	prfB		
DBLOAMIM_01968	CDS	lnt	2.3.1.-	Apolipoprotein N-acyltransferase
DBLOAMIM_01968	gene	lnt		
DBLOAMIM_01969	CDS			hypothetical protein
DBLOAMIM_01969	gene			
DBLOAMIM_01970	CDS			hypothetical protein
DBLOAMIM_01970	gene			
DBLOAMIM_01971	CDS	ligB	6.5.1.1	DNA ligase B
DBLOAMIM_01971	gene	ligB		
DBLOAMIM_01972	CDS			hypothetical protein
DBLOAMIM_01972	gene			
DBLOAMIM_01973	CDS			hypothetical protein
DBLOAMIM_01973	gene			
DBLOAMIM_01974	CDS	lon2	3.4.21.53	Lon protease 2
DBLOAMIM_01974	gene	lon2		
DBLOAMIM_01975	CDS			hypothetical protein
DBLOAMIM_01975	gene			
DBLOAMIM_01976	CDS			hypothetical protein
DBLOAMIM_01976	gene			
DBLOAMIM_01977	CDS	guaB_2	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
DBLOAMIM_01977	gene	guaB_2		
DBLOAMIM_01978	CDS	guaA_2	6.3.5.2	GMP synthase [glutamine-hydrolyzing]
DBLOAMIM_01978	gene	guaA_2		
DBLOAMIM_01979	CDS			hypothetical protein
DBLOAMIM_01979	gene			
DBLOAMIM_01980	CDS			hypothetical protein
DBLOAMIM_01980	gene			
DBLOAMIM_01981	CDS			hypothetical protein
DBLOAMIM_01981	gene			
DBLOAMIM_01982	CDS	aspS	6.1.1.23	Aspartate--tRNA(Asp/Asn) ligase
DBLOAMIM_01982	gene	aspS		
DBLOAMIM_01983	CDS	glnA	6.3.1.2	Glutamine synthetase
DBLOAMIM_01983	gene	glnA		
DBLOAMIM_01984	CDS			putative signaling protein
DBLOAMIM_01984	gene			
DBLOAMIM_01985	CDS	merA_3	1.16.1.1	Mercuric reductase
DBLOAMIM_01985	gene	merA_3		
DBLOAMIM_01986	CDS			hypothetical protein
DBLOAMIM_01986	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01987	CDS			hypothetical protein
DBLOAMIM_01987	gene			
DBLOAMIM_01988	CDS	erpA_2		Iron-sulfur cluster insertion protein ErpA
DBLOAMIM_01988	gene	erpA_2		
DBLOAMIM_01989	CDS			hypothetical protein
DBLOAMIM_01989	gene			
DBLOAMIM_01990	CDS			hypothetical protein
DBLOAMIM_01990	gene			
DBLOAMIM_01991	CDS	greA		Transcription elongation factor GreA
DBLOAMIM_01991	gene	greA		
DBLOAMIM_01992	CDS	carB	6.3.5.5	Carbamoyl-phosphate synthase large chain
DBLOAMIM_01992	gene	carB		
DBLOAMIM_01993	CDS			hypothetical protein
DBLOAMIM_01993	gene			
DBLOAMIM_01994	CDS	carA	6.3.5.5	Carbamoyl-phosphate synthase small chain
DBLOAMIM_01994	gene	carA		
DBLOAMIM_01995	CDS	pyrC	3.5.2.3	Dihydroorotase
DBLOAMIM_01995	gene	pyrC		
DBLOAMIM_01996	CDS	pyrB	2.1.3.2	Aspartate carbamoyltransferase
DBLOAMIM_01996	gene	pyrB		
DBLOAMIM_01997	CDS	pyrR		Bifunctional protein PyrR
DBLOAMIM_01997	gene	pyrR		
DBLOAMIM_01998	CDS			hypothetical protein
DBLOAMIM_01998	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_01999	CDS		2.7.7.53	AP-4-A phosphorylase
DBLOAMIM_01999	gene			
DBLOAMIM_02000	CDS	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DBLOAMIM_02000	gene	tsaE		
DBLOAMIM_02001	CDS	guaB_3	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
DBLOAMIM_02001	gene	guaB_3		
DBLOAMIM_02002	CDS			hypothetical protein
DBLOAMIM_02002	gene			
DBLOAMIM_02003	CDS			hypothetical protein
DBLOAMIM_02003	gene			
DBLOAMIM_02004	CDS			hypothetical protein
DBLOAMIM_02004	gene			
DBLOAMIM_02005	CDS			hypothetical protein
DBLOAMIM_02005	gene			
DBLOAMIM_02006	CDS			hypothetical protein
DBLOAMIM_02006	gene			
DBLOAMIM_02007	CDS			hypothetical protein
DBLOAMIM_02007	gene			
DBLOAMIM_02008	CDS			hypothetical protein
DBLOAMIM_02008	gene			
DBLOAMIM_02009	CDS			hypothetical protein
DBLOAMIM_02009	gene			
DBLOAMIM_02010	CDS			hypothetical protein
DBLOAMIM_02010	gene			
DBLOAMIM_02011	CDS		2.7.1.165	D-glycerate 2-kinase
DBLOAMIM_02011	gene			
DBLOAMIM_02012	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02012	gene			
DBLOAMIM_02013	CDS	sppA_2	3.4.21.-	Putative signal peptide peptidase SppA
DBLOAMIM_02013	gene	sppA_2		
DBLOAMIM_02014	CDS			hypothetical protein
DBLOAMIM_02014	gene			
DBLOAMIM_02015	CDS	ybhR_2		Inner membrane transport permease YbhR
DBLOAMIM_02015	gene	ybhR_2		
DBLOAMIM_02016	CDS	drrA	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DBLOAMIM_02016	gene	drrA		
DBLOAMIM_02017	CDS			hypothetical protein
DBLOAMIM_02017	gene			
DBLOAMIM_02018	CDS			hypothetical protein
DBLOAMIM_02018	gene			
DBLOAMIM_02019	CDS			hypothetical protein
DBLOAMIM_02019	gene			
DBLOAMIM_02020	CDS	petB_2		Cytochrome b6
DBLOAMIM_02020	gene	petB_2		
DBLOAMIM_02021	CDS	petC1	1.10.9.1	Cytochrome b6-f complex iron-sulfur subunit 1
DBLOAMIM_02021	gene	petC1		
DBLOAMIM_02022	CDS	sfrB	1.-.-.-	NADPH-Fe(3+) oxidoreductase subunit beta
DBLOAMIM_02022	gene	sfrB		
DBLOAMIM_02023	CDS	nadK	2.7.1.23	NAD kinase
DBLOAMIM_02023	gene	nadK		
DBLOAMIM_02024	CDS			hypothetical protein
DBLOAMIM_02024	gene			
DBLOAMIM_02025	CDS	lptD		LPS-assembly protein LptD
DBLOAMIM_02025	gene	lptD		
	sig_peptide			putative signal peptide
DBLOAMIM_02026	CDS	fpgS	6.3.2.17	Folylpolyglutamate synthase
DBLOAMIM_02026	gene	fpgS		
DBLOAMIM_02027	CDS	accD	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
DBLOAMIM_02027	gene	accD		
DBLOAMIM_02028	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
DBLOAMIM_02028	gene	trpA		
DBLOAMIM_02029	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
DBLOAMIM_02029	gene	trpB		
DBLOAMIM_02030	CDS	trpF	5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase
DBLOAMIM_02030	gene	trpF		
DBLOAMIM_02031	CDS	trpC	4.1.1.48	Indole-3-glycerol phosphate synthase
DBLOAMIM_02031	gene	trpC		
DBLOAMIM_02032	CDS	trpD2	2.4.2.18	Anthranilate phosphoribosyltransferase 2
DBLOAMIM_02032	gene	trpD2		
DBLOAMIM_02033	CDS	pabA	2.6.1.85	Aminodeoxychorismate/anthranilate synthase component 2
DBLOAMIM_02033	gene	pabA		
DBLOAMIM_02034	CDS	trpE	4.1.3.27	Anthranilate synthase component 1
DBLOAMIM_02034	gene	trpE		
DBLOAMIM_02035	CDS	zraR_7		Transcriptional regulatory protein ZraR
DBLOAMIM_02035	gene	zraR_7		
DBLOAMIM_02036	CDS	nudF	3.6.1.13	ADP-ribose pyrophosphatase
DBLOAMIM_02036	gene	nudF		
DBLOAMIM_02037	CDS			hypothetical protein
DBLOAMIM_02037	gene			
DBLOAMIM_02038	CDS			hypothetical protein
DBLOAMIM_02038	gene			
DBLOAMIM_02039	CDS			hypothetical protein
DBLOAMIM_02039	gene			
DBLOAMIM_02040	CDS			hypothetical protein
DBLOAMIM_02040	gene			
DBLOAMIM_02041	CDS			hypothetical protein
DBLOAMIM_02041	gene			
DBLOAMIM_02042	CDS	fixN	1.9.3.1	Cytochrome c oxidase subunit 1 , bacteroid
DBLOAMIM_02042	gene	fixN		
DBLOAMIM_02043	CDS	pkn1	2.7.11.1	Serine/threonine-protein kinase pkn1
DBLOAMIM_02043	gene	pkn1		
DBLOAMIM_02044	CDS			hypothetical protein
DBLOAMIM_02044	gene			
DBLOAMIM_02045	CDS			hypothetical protein
DBLOAMIM_02045	gene			
DBLOAMIM_02046	CDS			hypothetical protein
DBLOAMIM_02046	gene			
DBLOAMIM_02047	CDS			hypothetical protein
DBLOAMIM_02047	gene			
DBLOAMIM_02048	CDS			hypothetical protein
DBLOAMIM_02048	gene			
DBLOAMIM_02049	CDS			hypothetical protein
DBLOAMIM_02049	gene			
DBLOAMIM_02050	CDS			hypothetical protein
DBLOAMIM_02050	gene			
DBLOAMIM_02051	CDS			hypothetical protein
DBLOAMIM_02051	gene			
DBLOAMIM_02052	CDS			hypothetical protein
DBLOAMIM_02052	gene			
DBLOAMIM_02053	CDS			hypothetical protein
DBLOAMIM_02053	gene			
DBLOAMIM_02054	CDS			hypothetical protein
DBLOAMIM_02054	gene			
DBLOAMIM_02055	CDS			Ferredoxin, 2Fe-2S
DBLOAMIM_02055	gene			
DBLOAMIM_02056	CDS	thrB	2.7.1.39	Homoserine kinase
DBLOAMIM_02056	gene	thrB		
DBLOAMIM_02057	CDS	pyrD	1.3.1.14	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
DBLOAMIM_02057	gene	pyrD		
DBLOAMIM_02058	CDS	dop_2	3.4.-.-	Pup deamidase/depupylase
DBLOAMIM_02058	gene	dop_2		
DBLOAMIM_02059	CDS	prcA_2	3.4.25.1	Proteasome subunit alpha
DBLOAMIM_02059	gene	prcA_2		
DBLOAMIM_02060	CDS	prcB_2	3.4.25.1	Proteasome subunit beta
DBLOAMIM_02060	gene	prcB_2		
DBLOAMIM_02061	CDS			hypothetical protein
DBLOAMIM_02061	gene			
DBLOAMIM_02062	CDS	dop_3	3.4.-.-	Depupylase
DBLOAMIM_02062	gene	dop_3		
DBLOAMIM_02063	CDS	mpa		Proteasome-associated ATPase
DBLOAMIM_02063	gene	mpa		
DBLOAMIM_02064	CDS	dcd	3.5.4.13	Deoxycytidine triphosphate deaminase
DBLOAMIM_02064	gene	dcd		
DBLOAMIM_02065	CDS			hypothetical protein
DBLOAMIM_02065	gene			
DBLOAMIM_02066	CDS	bluB	1.13.11.79	5,6-dimethylbenzimidazole synthase
DBLOAMIM_02066	gene	bluB		
DBLOAMIM_02067	CDS	kamA	5.4.3.2	L-lysine 2,3-aminomutase
DBLOAMIM_02067	gene	kamA		
DBLOAMIM_02068	CDS			hypothetical protein
DBLOAMIM_02068	gene			
DBLOAMIM_02069	CDS	ccsA_1		Cytochrome c biogenesis protein CcsA
DBLOAMIM_02069	gene	ccsA_1		
DBLOAMIM_02070	CDS	hemA	1.2.1.70	Glutamyl-tRNA reductase
DBLOAMIM_02070	gene	hemA		
DBLOAMIM_02071	CDS	hemC	2.5.1.61	Porphobilinogen deaminase
DBLOAMIM_02071	gene	hemC		
DBLOAMIM_02072	CDS	nasF_1	2.1.1.107	Uroporphyrinogen-III C-methyltransferase
DBLOAMIM_02072	gene	nasF_1		
DBLOAMIM_02073	CDS	nasF_2	2.1.1.107	Uroporphyrinogen-III C-methyltransferase
DBLOAMIM_02073	gene	nasF_2		
DBLOAMIM_02074	CDS	hemB	4.2.1.24	Delta-aminolevulinic acid dehydratase
DBLOAMIM_02074	gene	hemB		
DBLOAMIM_02075	CDS	ribF		Riboflavin biosynthesis protein RibF
DBLOAMIM_02075	gene	ribF		
DBLOAMIM_02076	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
DBLOAMIM_02076	gene	tilS		
DBLOAMIM_02077	CDS	hpt	2.4.2.8	Hypoxanthine phosphoribosyltransferase
DBLOAMIM_02077	gene	hpt		
DBLOAMIM_02078	CDS	ftsH	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
DBLOAMIM_02078	gene	ftsH		
DBLOAMIM_02079	CDS	folP	2.5.1.15	Dihydropteroate synthase
DBLOAMIM_02079	gene	folP		
DBLOAMIM_02080	CDS	cdaA	2.7.7.85	Cyclic di-AMP synthase CdaA
DBLOAMIM_02080	gene	cdaA		
DBLOAMIM_02081	CDS			hypothetical protein
DBLOAMIM_02081	gene			
DBLOAMIM_02082	tRNA			tRNA-Asn(gtt)
DBLOAMIM_02082	gene			
DBLOAMIM_02083	CDS			hypothetical protein
DBLOAMIM_02083	gene			
DBLOAMIM_02084	CDS	yecD	3.-.-.-	Isochorismatase family protein YecD
DBLOAMIM_02084	gene	yecD		
DBLOAMIM_02085	CDS			HTH-type transcriptional repressor
DBLOAMIM_02085	gene			
DBLOAMIM_02086	CDS	nhaK		Sodium, potassium, lithium and rubidium/H(+) antiporter
DBLOAMIM_02086	gene	nhaK		
DBLOAMIM_02087	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02087	gene			
DBLOAMIM_02088	CDS			hypothetical protein
DBLOAMIM_02088	gene			
DBLOAMIM_02089	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02089	gene			
DBLOAMIM_02090	CDS	aaeB		p-hydroxybenzoic acid efflux pump subunit AaeB
DBLOAMIM_02090	gene	aaeB		
DBLOAMIM_02091	CDS			hypothetical protein
DBLOAMIM_02091	gene			
DBLOAMIM_02092	CDS	aaeA		p-hydroxybenzoic acid efflux pump subunit AaeA
DBLOAMIM_02092	gene	aaeA		
DBLOAMIM_02093	CDS			hypothetical protein
DBLOAMIM_02093	gene			
DBLOAMIM_02094	CDS	phrA	4.1.99.3	Deoxyribodipyrimidine photo-lyase
DBLOAMIM_02094	gene	phrA		
DBLOAMIM_02095	CDS	kch_1		Voltage-gated potassium channel Kch
DBLOAMIM_02095	gene	kch_1		
DBLOAMIM_02096	CDS		1.13.11.24	Putative quercetin 2,3-dioxygenase
DBLOAMIM_02096	gene			
DBLOAMIM_02097	CDS			hypothetical protein
DBLOAMIM_02097	gene			
DBLOAMIM_02098	tRNA			tRNA-Gly(gcc)
DBLOAMIM_02098	gene			
DBLOAMIM_02099	CDS			hypothetical protein
DBLOAMIM_02099	gene			
DBLOAMIM_02100	CDS			hypothetical protein
DBLOAMIM_02100	gene			
DBLOAMIM_02101	CDS			hypothetical protein
DBLOAMIM_02101	gene			
DBLOAMIM_02102	CDS	repA		Regulatory protein RepA
DBLOAMIM_02102	gene	repA		
DBLOAMIM_02103	CDS			hypothetical protein
DBLOAMIM_02103	gene			
DBLOAMIM_02104	CDS			hypothetical protein
DBLOAMIM_02104	gene			
DBLOAMIM_02105	CDS			hypothetical protein
DBLOAMIM_02105	gene			
DBLOAMIM_02106	CDS			hypothetical protein
DBLOAMIM_02106	gene			
DBLOAMIM_02107	CDS			hypothetical protein
DBLOAMIM_02107	gene			
DBLOAMIM_02108	CDS			hypothetical protein
DBLOAMIM_02108	gene			
DBLOAMIM_02109	CDS			hypothetical protein
DBLOAMIM_02109	gene			
DBLOAMIM_02110	CDS			hypothetical protein
DBLOAMIM_02110	gene			
DBLOAMIM_02111	CDS			hypothetical protein
DBLOAMIM_02111	gene			
DBLOAMIM_02112	CDS	traD		Coupling protein TraD
DBLOAMIM_02112	gene	traD		
DBLOAMIM_02113	CDS			hypothetical protein
DBLOAMIM_02113	gene			
DBLOAMIM_02114	CDS	traI_2		Multifunctional conjugation protein TraI
DBLOAMIM_02114	gene	traI_2		
DBLOAMIM_02115	CDS			hypothetical protein
DBLOAMIM_02115	gene			
DBLOAMIM_02116	CDS			hypothetical protein
DBLOAMIM_02116	gene			
DBLOAMIM_02117	CDS	czcA_3		Cobalt-zinc-cadmium resistance protein CzcA
DBLOAMIM_02117	gene	czcA_3		
DBLOAMIM_02118	CDS	czcA_4		Cobalt-zinc-cadmium resistance protein CzcA
DBLOAMIM_02118	gene	czcA_4		
DBLOAMIM_02119	CDS	macA_2		Macrolide export protein MacA
DBLOAMIM_02119	gene	macA_2		
DBLOAMIM_02120	CDS	czcC		Cobalt-zinc-cadmium resistance protein CzcC
DBLOAMIM_02120	gene	czcC		
DBLOAMIM_02121	CDS			hypothetical protein
DBLOAMIM_02121	gene			
DBLOAMIM_02122	CDS			hypothetical protein
DBLOAMIM_02122	gene			
DBLOAMIM_02123	CDS	ziaR		Transcriptional repressor SmtB 
DBLOAMIM_02123	gene	ziaR		
DBLOAMIM_02124	CDS	czcD		Cadmium, cobalt and zinc/H(+)-K(+) antiporter
DBLOAMIM_02124	gene	czcD		
DBLOAMIM_02125	CDS			hypothetical protein
DBLOAMIM_02125	gene			
DBLOAMIM_02126	CDS			hypothetical protein
DBLOAMIM_02126	gene			
DBLOAMIM_02127	CDS			hypothetical protein
DBLOAMIM_02127	gene			
DBLOAMIM_02128	CDS			hypothetical protein
DBLOAMIM_02128	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_02129	CDS	cusF_2		Cation efflux system protein CusF
DBLOAMIM_02129	gene	cusF_2		
DBLOAMIM_02130	CDS			hypothetical protein
DBLOAMIM_02130	gene			
DBLOAMIM_02131	CDS	silP	3.6.3.53	Silver exporting P-type ATPase
DBLOAMIM_02131	gene	silP		
DBLOAMIM_02132	CDS		3.1.4.-	3'3'-cGAMP-specific phosphodiesterase 3
DBLOAMIM_02132	gene			
DBLOAMIM_02133	CDS			hypothetical protein
DBLOAMIM_02133	gene			
DBLOAMIM_02134	CDS			hypothetical protein
DBLOAMIM_02134	gene			
DBLOAMIM_02135	CDS			hypothetical protein
DBLOAMIM_02135	gene			
DBLOAMIM_02136	CDS			hypothetical protein
DBLOAMIM_02136	gene			
DBLOAMIM_02137	CDS			hypothetical protein
DBLOAMIM_02137	gene			
DBLOAMIM_02138	CDS			hypothetical protein
DBLOAMIM_02138	gene			
DBLOAMIM_02139	CDS	xerD_5		Tyrosine recombinase XerD
DBLOAMIM_02139	gene	xerD_5		
DBLOAMIM_02140	CDS			hypothetical protein
DBLOAMIM_02140	gene			
DBLOAMIM_02141	CDS	fecA_2		Fe(3+) dicitrate transport protein FecA
	sig_peptide			putative signal peptide
DBLOAMIM_02141	gene	fecA_2		
DBLOAMIM_02142	CDS	exbB_3		Biopolymer transport protein ExbB
DBLOAMIM_02142	gene	exbB_3		
DBLOAMIM_02143	CDS	exbD_2		Biopolymer transport protein ExbD
DBLOAMIM_02143	gene	exbD_2		
DBLOAMIM_02144	CDS			hypothetical protein
DBLOAMIM_02144	gene			
DBLOAMIM_02145	CDS			hypothetical protein
DBLOAMIM_02145	gene			
DBLOAMIM_02146	CDS	phoP_2		Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DBLOAMIM_02146	gene	phoP_2		
DBLOAMIM_02147	CDS			hypothetical protein
DBLOAMIM_02147	gene			
DBLOAMIM_02148	CDS	recD	3.1.11.5	RecBCD enzyme subunit RecD
DBLOAMIM_02148	gene	recD		
DBLOAMIM_02149	CDS	recB	3.1.11.5	RecBCD enzyme subunit RecB
DBLOAMIM_02149	gene	recB		
DBLOAMIM_02150	CDS	recC	3.1.11.5	RecBCD enzyme subunit RecC
DBLOAMIM_02150	gene	recC		
DBLOAMIM_02151	CDS	adh	1.1.1.1	Alcohol dehydrogenase
DBLOAMIM_02151	gene	adh		
DBLOAMIM_02152	CDS	yusO		putative HTH-type transcriptional regulator YusO
DBLOAMIM_02152	gene	yusO		
DBLOAMIM_02153	CDS	oprM_2		Outer membrane protein OprM
	sig_peptide			putative signal peptide
DBLOAMIM_02153	gene	oprM_2		
DBLOAMIM_02154	CDS	bepE		Efflux pump membrane transporter BepE
DBLOAMIM_02154	gene	bepE		
DBLOAMIM_02155	CDS	acrA		Multidrug efflux pump subunit AcrA
DBLOAMIM_02155	gene	acrA		
DBLOAMIM_02156	CDS			hypothetical protein
DBLOAMIM_02156	gene			
DBLOAMIM_02157	CDS			hypothetical protein
DBLOAMIM_02157	gene			
DBLOAMIM_02158	CDS	adrA	2.7.7.65	putative diguanylate cyclase AdrA
DBLOAMIM_02158	gene	adrA		
DBLOAMIM_02159	CDS			hypothetical protein
DBLOAMIM_02159	gene			
DBLOAMIM_02160	tRNA			tRNA-Lys(ctt)
DBLOAMIM_02160	gene			
DBLOAMIM_02161	CDS	hndC_5	1.12.1.3	NADP-reducing hydrogenase subunit HndC
DBLOAMIM_02161	gene	hndC_5		
DBLOAMIM_02162	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02162	gene			
DBLOAMIM_02163	CDS			hypothetical protein
DBLOAMIM_02163	gene			
DBLOAMIM_02164	CDS			hypothetical protein
DBLOAMIM_02164	gene			
DBLOAMIM_02165	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
DBLOAMIM_02165	gene	glmM		
DBLOAMIM_02166	CDS	ywnA		Putative HTH-type transcriptional regulator YwnA
DBLOAMIM_02166	gene	ywnA		
DBLOAMIM_02167	CDS	nemA	1.-.-.-	N-ethylmaleimide reductase
DBLOAMIM_02167	gene	nemA		
DBLOAMIM_02168	CDS			hypothetical protein
DBLOAMIM_02168	gene			
DBLOAMIM_02169	CDS			Outer membrane lipoprotein Omp16
DBLOAMIM_02169	gene			
DBLOAMIM_02170	CDS			hypothetical protein
DBLOAMIM_02170	gene			
DBLOAMIM_02171	CDS			hypothetical protein
DBLOAMIM_02171	gene			
DBLOAMIM_02172	CDS			hypothetical protein
DBLOAMIM_02172	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_02173	CDS			hypothetical protein
DBLOAMIM_02173	gene			
DBLOAMIM_02174	CDS			hypothetical protein
DBLOAMIM_02174	gene			
DBLOAMIM_02175	CDS			hypothetical protein
DBLOAMIM_02175	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_02176	CDS	zraR_8		Transcriptional regulatory protein ZraR
DBLOAMIM_02176	gene	zraR_8		
DBLOAMIM_02177	CDS			hypothetical protein
DBLOAMIM_02177	gene			
	sig_peptide			putative signal peptide
DBLOAMIM_02178	CDS			hypothetical protein
DBLOAMIM_02178	gene			
DBLOAMIM_02179	CDS			hypothetical protein
DBLOAMIM_02179	gene			
DBLOAMIM_02180	CDS	eno	4.2.1.11	Enolase
DBLOAMIM_02180	gene	eno		
DBLOAMIM_02181	CDS			hypothetical protein
DBLOAMIM_02181	gene			
DBLOAMIM_02182	CDS			hypothetical protein
DBLOAMIM_02182	gene			
DBLOAMIM_02183	CDS	gatB	6.3.5.-	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DBLOAMIM_02183	gene	gatB		
DBLOAMIM_02184	CDS	gatA	6.3.5.7	Glutamyl-tRNA(Gln) amidotransferase subunit A
DBLOAMIM_02184	gene	gatA		
DBLOAMIM_02185	CDS	panD	4.1.1.11	Aspartate 1-decarboxylase
DBLOAMIM_02185	gene	panD		
DBLOAMIM_02186	CDS	gatC	6.3.5.-	Glutamyl-tRNA(Gln) amidotransferase subunit C
DBLOAMIM_02186	gene	gatC		
DBLOAMIM_02187	CDS	pcrA_2	3.6.4.12	ATP-dependent DNA helicase PcrA
DBLOAMIM_02187	gene	pcrA_2		
DBLOAMIM_02188	CDS	tolB_2		Protein TolB
DBLOAMIM_02188	gene	tolB_2		
DBLOAMIM_02189	CDS	glmS_2	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DBLOAMIM_02189	gene	glmS_2		
DBLOAMIM_02190	CDS	glmU		Bifunctional protein GlmU
DBLOAMIM_02190	gene	glmU		
DBLOAMIM_02191	CDS			hypothetical protein
DBLOAMIM_02191	gene			
DBLOAMIM_02192	CDS			hypothetical protein
DBLOAMIM_02192	gene			
DBLOAMIM_02193	CDS	cadI		Cadmium-induced protein CadI
DBLOAMIM_02193	gene	cadI		
DBLOAMIM_02194	CDS	sdpR		Transcriptional repressor SdpR
DBLOAMIM_02194	gene	sdpR		
DBLOAMIM_02195	CDS			hypothetical protein
DBLOAMIM_02195	gene			
DBLOAMIM_02196	CDS	cobB	3.5.1.-	NAD-dependent protein deacetylase
DBLOAMIM_02196	gene	cobB		
DBLOAMIM_02197	CDS			hypothetical protein
DBLOAMIM_02197	gene			
DBLOAMIM_02198	CDS	mhqP	1.-.-.-	Putative oxidoreductase MhqP
DBLOAMIM_02198	gene	mhqP		
DBLOAMIM_02199	CDS			putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
DBLOAMIM_02199	gene			
DBLOAMIM_02200	CDS	mtnB	4.2.1.109	Methylthioribulose-1-phosphate dehydratase
DBLOAMIM_02200	gene	mtnB		
DBLOAMIM_02201	CDS	mtnX	3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
DBLOAMIM_02201	gene	mtnX		
DBLOAMIM_02202	CDS	mtnW	5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
DBLOAMIM_02202	gene	mtnW		
DBLOAMIM_02203	CDS	mtnD	1.13.11.54	Acireductone dioxygenase
DBLOAMIM_02203	gene	mtnD		
DBLOAMIM_02204	CDS	tsaA	1.11.1.15	putative peroxiredoxin
DBLOAMIM_02204	gene	tsaA		
DBLOAMIM_02205	CDS	ccpA	1.11.1.5	Cytochrome c551 peroxidase
DBLOAMIM_02205	gene	ccpA		
	sig_peptide			putative signal peptide
DBLOAMIM_02206	CDS	perR		Peroxide-responsive repressor PerR
DBLOAMIM_02206	gene	perR		
DBLOAMIM_02207	CDS			hypothetical protein
DBLOAMIM_02207	gene			
DBLOAMIM_02208	CDS	tmk_2	2.7.4.9	Thymidylate kinase
DBLOAMIM_02208	gene	tmk_2		
DBLOAMIM_02209	CDS	dnaX_2	2.7.7.7	DNA polymerase III subunit gamma/tau
DBLOAMIM_02209	gene	dnaX_2		
DBLOAMIM_02210	CDS			hypothetical protein
DBLOAMIM_02210	gene			
DBLOAMIM_02211	CDS	metG	6.1.1.10	Methionine--tRNA ligase
DBLOAMIM_02211	gene	metG		
DBLOAMIM_02212	CDS	dtd3	3.1.1.96	D-aminoacyl-tRNA deacylase
DBLOAMIM_02212	gene	dtd3		
DBLOAMIM_02213	CDS			hypothetical protein
DBLOAMIM_02213	gene			
DBLOAMIM_02214	CDS			hypothetical protein
DBLOAMIM_02214	gene			
DBLOAMIM_02215	CDS	yhdG_2		putative amino acid permease YhdG
DBLOAMIM_02215	gene	yhdG_2		
DBLOAMIM_02216	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02216	gene			
DBLOAMIM_02217	CDS			hypothetical protein
DBLOAMIM_02217	gene			
DBLOAMIM_02218	CDS			hypothetical protein
DBLOAMIM_02218	gene			
DBLOAMIM_02219	CDS			hypothetical protein
	sig_peptide			putative signal peptide
DBLOAMIM_02219	gene			
DBLOAMIM_02220	CDS	yhdG_3		putative amino acid permease YhdG
DBLOAMIM_02220	gene	yhdG_3		
DBLOAMIM_02221	CDS	yjlD	1.6.99.-	NADH dehydrogenase-like protein YjlD
DBLOAMIM_02221	gene	yjlD		
DBLOAMIM_02222	CDS			hypothetical protein
DBLOAMIM_02222	gene			
DBLOAMIM_02223	CDS			hypothetical protein
DBLOAMIM_02223	gene			
DBLOAMIM_02224	CDS			hypothetical protein
DBLOAMIM_02224	gene			
DBLOAMIM_02225	CDS	der		GTPase Der
DBLOAMIM_02225	gene	der		
DBLOAMIM_02226	CDS	ppsA	2.7.9.2	Phosphoenolpyruvate synthase
DBLOAMIM_02226	gene	ppsA		
DBLOAMIM_02227	CDS	glnG_2		Nitrogen regulation protein NR(I)
DBLOAMIM_02227	gene	glnG_2		
DBLOAMIM_02228	CDS			hypothetical protein
DBLOAMIM_02228	gene			
DBLOAMIM_02229	CDS	argA	2.3.1.1	Amino-acid acetyltransferase
DBLOAMIM_02229	gene	argA		
DBLOAMIM_02230	CDS	mcp3		Methyl-accepting chemotaxis protein 3
